AccessionID,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release,Molecule_type
LC638077.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",27/10/2009,6/7/2021,ssRNA(-)
LC638078.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",27/10/2009,6/7/2021,ssRNA(-)
LC638079.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",28/10/2009,6/7/2021,ssRNA(-)
LC638080.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",29/10/2009,6/7/2021,ssRNA(-)
LC638082.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",4/11/2009,6/7/2021,ssRNA(-)
LC638083.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",4/11/2009,6/7/2021,ssRNA(-)
LC638088.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",5/11/2009,6/7/2021,ssRNA(-)
LC638089.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",5/11/2009,6/7/2021,ssRNA(-)
LC638090.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",5/11/2009,6/7/2021,ssRNA(-)
LC638091.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",5/11/2009,6/7/2021,ssRNA(-)
LC638093.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",5/11/2009,6/7/2021,ssRNA(-)
LC638096.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",5/11/2009,6/7/2021,ssRNA(-)
LC638097.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",5/11/2009,6/7/2021,ssRNA(-)
LC638098.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",6/11/2009,6/7/2021,ssRNA(-)
LC638099.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",6/11/2009,6/7/2021,ssRNA(-)
LC638100.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",7/11/2009,6/7/2021,ssRNA(-)
LC638101.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",7/11/2009,6/7/2021,ssRNA(-)
LC638102.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",7/11/2009,6/7/2021,ssRNA(-)
LC638103.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",7/11/2009,6/7/2021,ssRNA(-)
LC638104.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",9/11/2009,6/7/2021,ssRNA(-)
LC638105.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",9/11/2009,6/7/2021,ssRNA(-)
LC638106.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",9/11/2009,6/7/2021,ssRNA(-)
LC638107.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",7/11/2009,6/7/2021,ssRNA(-)
LC638108.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",10/11/2009,6/7/2021,ssRNA(-)
LC638109.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",10/11/2009,6/7/2021,ssRNA(-)
LC638111.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",10/11/2009,6/7/2021,ssRNA(-)
LC638112.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",10/11/2009,6/7/2021,ssRNA(-)
LC638113.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",10/11/2009,6/7/2021,ssRNA(-)
LC638114.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",10/11/2009,6/7/2021,ssRNA(-)
LC638115.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",11/11/2009,6/7/2021,ssRNA(-)
LC638116.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",11/11/2009,6/7/2021,ssRNA(-)
LC638117.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",11/11/2009,6/7/2021,ssRNA(-)
LC638118.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",12/11/2009,6/7/2021,ssRNA(-)
LC638119.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",12/11/2009,6/7/2021,ssRNA(-)
LC638120.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",13/11/2009,6/7/2021,ssRNA(-)
LC638121.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",14/11/2009,6/7/2021,ssRNA(-)
LC638123.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",18/11/2009,6/7/2021,ssRNA(-)
LC638126.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",19/11/2009,6/7/2021,ssRNA(-)
LC638128.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",19/11/2009,6/7/2021,ssRNA(-)
LC638129.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",20/11/2009,6/7/2021,ssRNA(-)
LC638130.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",20/11/2009,6/7/2021,ssRNA(-)
LC638131.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",21/11/2009,6/7/2021,ssRNA(-)
LC638132.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",21/11/2009,6/7/2021,ssRNA(-)
LC638134.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",24/11/2009,6/7/2021,ssRNA(-)
LC638135.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",24/11/2009,6/7/2021,ssRNA(-)
LC638137.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",24/11/2009,6/7/2021,ssRNA(-)
LC638138.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",24/11/2009,6/7/2021,ssRNA(-)
LC638139.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",24/11/2009,6/7/2021,ssRNA(-)
LC638140.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",25/11/2009,6/7/2021,ssRNA(-)
LC638141.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",25/11/2009,6/7/2021,ssRNA(-)
LC638142.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",26/11/2009,6/7/2021,ssRNA(-)
LC638143.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",26/11/2009,6/7/2021,ssRNA(-)
LC638144.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",26/11/2009,6/7/2021,ssRNA(-)
LC638145.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",26/11/2009,6/7/2021,ssRNA(-)
LC638146.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",26/11/2009,6/7/2021,ssRNA(-)
LC638147.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",26/11/2009,6/7/2021,ssRNA(-)
LC638148.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",26/11/2009,6/7/2021,ssRNA(-)
LC638149.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",27/11/2009,6/7/2021,ssRNA(-)
LC638153.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",27/11/2009,6/7/2021,ssRNA(-)
LC638156.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",27/11/2009,6/7/2021,ssRNA(-)
LC638157.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",27/11/2009,6/7/2021,ssRNA(-)
LC638161.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",27/11/2009,6/7/2021,ssRNA(-)
LC638162.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",28/11/2009,6/7/2021,ssRNA(-)
LC638165.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",28/11/2009,6/7/2021,ssRNA(-)
LC638168.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",28/11/2009,6/7/2021,ssRNA(-)
LC638169.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",30/11/2009,6/7/2021,ssRNA(-)
LC638172.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",30/11/2009,6/7/2021,ssRNA(-)
LC638173.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",30/11/2009,6/7/2021,ssRNA(-)
LC638174.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",30/11/2009,6/7/2021,ssRNA(-)
LC638175.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",1/12/2009,6/7/2021,ssRNA(-)
LC638176.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",1/12/2009,6/7/2021,ssRNA(-)
LC638177.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",1/12/2009,6/7/2021,ssRNA(-)
LC638178.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",1/12/2009,6/7/2021,ssRNA(-)
LC638179.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",2/12/2009,6/7/2021,ssRNA(-)
LC638180.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",2/12/2009,6/7/2021,ssRNA(-)
LC638181.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",3/12/2009,6/7/2021,ssRNA(-)
LC638182.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",4/12/2009,6/7/2021,ssRNA(-)
LC638183.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",4/12/2009,6/7/2021,ssRNA(-)
LC638184.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",4/12/2009,6/7/2021,ssRNA(-)
LC638185.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",5/12/2009,6/7/2021,ssRNA(-)
LC638186.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",7/12/2009,6/7/2021,ssRNA(-)
LC638187.1,Influenza A virus (H1N1),Alphainfluenzavirus influenzae,H1N1,,1701,partial,Japan,Japan,Homo sapiens,,"Tsuneki-Tokunaga,A., Kageyama,S., Kanai,K., Hinay,A.A., Kondo,T.",7/12/2009,6/7/2021,ssRNA(-)
